"press","rho","vx1","vx2","vx3","geo","pressMed","rhoMed","vx1Med","vx2Med","vx3Med","geo_input_1","vx1f","vx2f","vx3f","vx1f2","vx2f2","vx3f2","vx12f","vtkValidPointMask","Points:0","Points:1","Points:2"
0.004151,-0.0020151,0.53504,-0.0027537,0.01472,19,1.033e+010,-0.0047687,0.42741,-0.00011434,-8.195e-005,19,0.10763,-0.0026394,0.014802,0.012021,2.1914e-005,0.00022027,-0.00036485,1,139.5,1.5,52.75
