"press","rho","vx1","vx2","vx3","geo","pressMed","rhoMed","vx1Med","vx2Med","vx3Med","geo_input_1","vx1f","vx2f","vx3f","vx1f2","vx2f2","vx3f2","vx12f","vtkValidPointMask","Points:0","Points:1","Points:2"
-0.0033759,-0.010899,0.47042,0.0056612,0.025009,19,9.2628e+009,-0.0046144,0.41616,-1.2035e-005,0.00027302,19,0.054257,0.0056733,0.024736,0.0033015,3.6692e-005,0.00064586,0.00034796,1,24.5,1.5,52.75
