"press","rho","vx1","vx2","vx3","geo","pressMed","rhoMed","vx1Med","vx2Med","vx3Med","geo_input_1","vx1f","vx2f","vx3f","vx1f2","vx2f2","vx3f2","vx12f","vtkValidPointMask","Points:0","Points:1","Points:2"
-0.00057972,-0.0033788,0.32117,0.00062256,0.013099,19,9.7063e+009,-0.0045778,0.41549,-1.2589e-005,0.00046121,19,-0.094315,0.00063515,0.012638,0.0093825,4.8883e-006,0.00016005,-0.00010665,1,162.5,1.5,52.75
