"press","rho","vx1","vx2","vx3","geo","pressMed","rhoMed","vx1Med","vx2Med","vx3Med","geo_input_1","vx1f","vx2f","vx3f","vx1f2","vx2f2","vx3f2","vx12f","vtkValidPointMask","Points:0","Points:1","Points:2"
-0.0017884,-0.0057529,0.34119,0.0032047,0.027388,19,1.0179e+010,-0.0047216,0.42265,1.7341e-005,0.00039862,19,-0.081457,0.0031873,0.02699,0.0067991,1.0422e-005,0.00082232,-0.00026619,1,116.5,1.5,52.75
