"press","rho","vx1","vx2","vx3","geo","pressMed","rhoMed","vx1Med","vx2Med","vx3Med","geo_input_1","vx1f","vx2f","vx3f","vx1f2","vx2f2","vx3f2","vx12f","vtkValidPointMask","Points:0","Points:1","Points:2"
-0.0032788,-0.0037507,0.32069,0.0059394,0.032811,19,1.022e+010,-0.0047581,0.42363,-9.1462e-006,0.00023048,19,-0.10294,0.0059486,0.03258,0.011726,4.0323e-005,0.0011442,-0.00053762,1,1.5,1.5,52.75
