"press","rho","vx1","vx2","vx3","geo","pressMed","rhoMed","vx1Med","vx2Med","vx3Med","geo_input_1","vx1f","vx2f","vx3f","vx1f2","vx2f2","vx3f2","vx12f","vtkValidPointMask","Points:0","Points:1","Points:2"
-0.0016445,-0.0061538,0.38999,0.0028446,-0.010346,19,1.0779e+010,-0.0048512,0.42518,9.9578e-005,-0.00034745,19,-0.035191,0.002745,-0.0099989,0.0022693,7.9272e-006,0.0001055,-0.0001167,1,1.5,1.5,52.75
