"press","rho","vx1","vx2","vx3","geo","pressMed","rhoMed","vx1Med","vx2Med","vx3Med","geo_input_1","vx1f","vx2f","vx3f","vx1f2","vx2f2","vx3f2","vx12f","vtkValidPointMask","Points:0","Points:1","Points:2"
-0.00071754,-0.0074101,0.52014,-0.0046163,0.052394,19,9.9679e+009,-0.0046923,0.41917,5.8686e-005,-7.4406e-005,19,0.10097,-0.004675,0.052468,0.010856,3.0811e-005,0.002758,-0.00054897,1,185.5,1.5,52.75
