"press","rho","vx1","vx2","vx3","geo","pressMed","rhoMed","vx1Med","vx2Med","vx3Med","geo_input_1","vx1f","vx2f","vx3f","vx1f2","vx2f2","vx3f2","vx12f","vtkValidPointMask","Points:0","Points:1","Points:2"
0.00077221,-0.0029552,0.40498,0.00089334,-0.023267,19,1.0124e+010,-0.0047146,0.42089,6.3996e-005,-0.00015296,19,-0.01591,0.00082934,-0.023114,0.00034937,5.9101e-006,0.00058017,9.2227e-006,1,139.5,1.5,52.75
