"press","rho","vx1","vx2","vx3","geo","pressMed","rhoMed","vx1Med","vx2Med","vx3Med","geo_input_1","vx1f","vx2f","vx3f","vx1f2","vx2f2","vx3f2","vx12f","vtkValidPointMask","Points:0","Points:1","Points:2"
7.8885e-005,-0.003599,0.37705,0.0029123,0.0048984,19,1.0195e+010,-0.0047298,0.42276,-2.7914e-005,0.00037648,19,-0.045709,0.0029402,0.0045219,0.0034311,1.4244e-005,0.00010096,-4.7719e-005,1,185.5,1.5,52.75
