"press","rho","vx1","vx2","vx3","geo","pressMed","rhoMed","vx1Med","vx2Med","vx3Med","geo_input_1","vx1f","vx2f","vx3f","vx1f2","vx2f2","vx3f2","vx12f","vtkValidPointMask","Points:0","Points:1","Points:2"
-0.0035667,-0.0085536,0.38271,-0.00043562,-0.00059821,19,9.7772e+009,-0.0046174,0.41647,5.6689e-005,0.00038636,19,-0.033752,-0.00049231,-0.00098457,0.0013948,2.3573e-006,1.0802e-005,-6.6373e-006,1,47.5,1.5,52.75
